timestamp,open,high,low,close,volume
2014-01-02,0.37482120860319385,0.3762338612218907,0.3701124039631239,0.37340855598449707,260092000.0
2014-01-03,0.3741148770093561,0.37482120330872737,0.36775799644839247,0.3689351975917816,259332000.0
2014-01-06,0.372702114408633,0.3767046195681793,0.36917051202080803,0.3738793432712555,409492000.0
2014-01-07,0.3776464277384371,0.3814134820982603,0.3750566024244082,0.3800008296966553,333288000.0
2014-01-08,0.3814135376286536,0.3870641199910626,0.38000088502137896,0.38518059253692627,308192000.0
2014-01-09,0.3792946267372145,0.38000095316751836,0.3696415924120428,0.3708187937736511,292172000.0
2014-01-10,0.37199593175174894,0.37458575746599637,0.3670516756487564,0.3703478276729584,218492000.0
2014-01-13,0.3703478018017969,0.37270220395938247,0.3609301931714547,0.36163651943206787,243332000.0
2014-01-14,0.3635200410074342,0.3736439757378627,0.36187193706990683,0.3729376494884491,241828000.0
2014-01-15,0.3745857290440254,0.37835278370016207,0.37293765315697336,0.37694013118743896,175044000.0
2014-01-16,0.3769400921695783,0.37882361930267877,0.37529201645312205,0.37811729311943054,220652000.0
2014-01-17,0.3781173603053309,0.3825907415496343,0.37411488197798853,0.37646928429603577,340400000.0
2014-01-21,0.3769402555783359,0.38023643650687244,0.3738795542352118,0.3778820335865021,246076000.0
2014-01-22,0.37858817897590585,0.3790590537213947,0.3729375978299901,0.37741097807884216,337940000.0
2014-01-23,0.3762337397756975,0.38023621681444136,0.37317301213430026,0.37599828839302063,185028000.0
2014-01-24,0.37293764768990145,0.37435030018191584,0.3663453161716461,0.3663453161716461,246696000.0
2014-01-27,0.3663452749423029,0.3715249533856109,0.36187189459882657,0.3639908730983734,233812000.0
2014-01-28,0.36328457860407515,0.3677579593375539,0.3618719261478847,0.3675225079059601,167996000.0
2014-01-29,0.3661098235312364,0.36822880203078323,0.36375542168730696,0.3639908730983734,162944000.0
2014-01-30,0.3661098241269114,0.37081865588911567,0.3649326232030313,0.3701123297214508,202896000.0
2014-01-31,0.3649326801355489,0.3717604633992544,0.36469725675405523,0.36964151263237,335348000.0
2014-02-03,0.3722313594503317,0.3727022343068525,0.3632846249096766,0.36469727754592896,431728000.0
2014-02-04,0.3644618203554086,0.36752254897471764,0.36257829289224225,0.3668162226676941,280692000.0
2014-02-05,0.36422638228785503,0.365403583396563,0.3606947508950428,0.3635200560092926,214676000.0
2014-02-06,0.36399092323274884,0.3691706023894812,0.3635200484124437,0.36822885274887085,168380000.0
2014-02-07,0.3691707310223376,0.374114988525025,0.365874578065011,0.3736441135406494,157248000.0
2014-02-10,0.37317313982536654,0.37976547206257527,0.3729376883621237,0.3748212158679962,324372000.0
2014-02-11,0.3769401585250985,0.3835324906181042,0.3750566591271164,0.38259074091911316,235384000.0
2014-02-12,0.38376788850525295,0.3990715294777619,0.38376788850525295,0.3962462246417999,744528000.0
2014-02-13,0.40613481001979707,0.4110790663240436,0.3990716027661253,0.4087246358394623,902836000.0
2014-02-14,0.4049575676300867,0.422615583968595,0.4047221161855648,0.42167383432388306,817536000.0
2014-02-18,0.4219092690450764,0.4233218934561518,0.4179067630469793,0.4214383661746979,428988000.0
2014-02-19,0.4214382172449041,0.4308558503241268,0.41955469062905953,0.42708879709243774,450340000.0
2014-02-20,0.42803070838233886,0.44309889894592897,0.42732441019239614,0.44215714931488037,398088000.0
2014-02-21,0.44145089627608464,0.4471014791996289,0.43603576483269757,0.43886104226112366,451052000.0
2014-02-24,0.4379191904400923,0.4485139993781522,0.433916712676829,0.4452178478240967,403112000.0
2014-02-25,0.4446265630409908,0.4465185948079279,0.43847746684679856,0.4432075321674347,242184000.0
2014-02-26,0.442261573316637,0.4488836710471016,0.4410790568716761,0.4424980878829956,360884000.0
2014-02-27,0.4424980813273863,0.44699163247429957,0.4363489846273218,0.4375315010547638,388848000.0
2014-02-28,0.4351663969463063,0.43942346102673446,0.4283077858741135,0.4346933960914612,321692000.0
2014-03-03,0.42499675628247285,0.4325648546218872,0.42121269301606007,0.4325648546218872,375948000.0
2014-03-04,0.4346935347786029,0.4398966022287381,0.43398401917326174,0.43705856800079346,260344000.0
2014-03-05,0.4365855628063116,0.4410791430915952,0.43469355867926746,0.4408426284790039,241472000.0
2014-03-06,0.4415519789702431,0.44391701143787976,0.433983880712488,0.4346933960914612,290144000.0
2014-03-07,0.43658546606332743,0.4372949815504582,0.43090939855311194,0.43422043323516846,268452000.0
2014-03-10,0.4328014790070771,0.4346935111205403,0.4259428661199506,0.4278348982334137,300888000.0
2014-03-11,0.42996340472952044,0.43587601549146104,0.4285444018291255,0.43209195137023926,297220000.0
2014-03-12,0.429963444065243,0.4358760553681059,0.4283079264332831,0.433274507522583,239428000.0
2014-03-13,0.4342203800819111,0.43587592541369796,0.4174286377801066,0.4195571839809418,385172000.0
2014-03-14,0.4153003223501026,0.42523345821900327,0.4153003223501026,0.4214493930339813,460048000.0
2014-03-17,0.4226319098801225,0.4257064593187746,0.42097639193421,0.4214493930339813,299656000.0
2014-03-18,0.42310474397015163,0.43422039155688974,0.42121271225054646,0.43138235807418823,293904000.0
2014-03-19,0.4346935017138563,0.4472281824767058,0.4335109569992908,0.4389505386352539,366168000.0
2014-03-20,0.4365855318874679,0.4429711440409901,0.4346935278944148,0.43918707966804504,191800000.0
2014-03-21,0.4429711257582248,0.4465186753889103,0.43611251288951514,0.4384775459766388,566116000.0
2014-03-24,0.4387139775419931,0.44226152650135264,0.4299633342208425,0.43634894490242004,306096000.0
2014-03-25,0.44107901018156614,0.44155201107079817,0.43303788229097,0.43634894490242004,304424000.0
2014-03-26,0.4403696033870563,0.44864721966759086,0.42263182602106214,0.42641589045524597,557756000.0
2014-03-27,0.42546986593370345,0.4290174155805333,0.41600970534873877,0.4207397997379303,540728000.0
2014-03-28,0.4200302986919701,0.42594288164110766,0.41884778210214263,0.4233413338661194,398820000.0
2014-03-31,0.42405081625447577,0.42783488032299,0.42121278229979864,0.42357781529426575,273404000.0
2014-04-01,0.43705855914953406,0.44628217725191355,0.43185546361135146,0.44107910990715027,656272000.0
2014-04-02,0.441079068651186,0.44202507055505247,0.4363490027450205,0.43824103474617004,239948000.0
2014-04-03,0.4391869280678952,0.4536136367922873,0.4389504135536948,0.44297099113464355,599548000.0
2014-04-04,0.4453360121353421,0.4479375589515006,0.4273617553172138,0.42925378680229187,368032000.0
2014-04-07,0.4294903675733624,0.43895049888587745,0.4271253347452336,0.43067288398742676,428576000.0
2014-04-08,0.430672837605432,0.447228093812804,0.4299633221947227,0.44604557752609253,470692000.0
2014-04-09,0.4481741321881977,0.45195819589226094,0.44202503571744856,0.4455725848674774,421968000.0
2014-04-10,0.4436805251071626,0.44982959260697136,0.4332743653335148,0.4346933960914612,372748000.0
2014-04-11,0.4313824661183361,0.43800456469882015,0.4228683353443681,0.42854443192481995,353112000.0
2014-04-14,0.4313824752888773,0.434930025154543,0.4285444410350288,0.433274507522583,290184000.0
2014-04-15,0.43374739772152454,0.4387139775419931,0.42949033333161046,0.43634894490242004,304636000.0
2014-04-16,0.43847747637783563,0.43895047728149805,0.43185537914632016,0.43729496002197266,235136000.0
